cuisine,meal_type,food_name,ingredients,calories,fat,sat_fat,cholestrol,sodium,carbs,fiber,sugar,protein,diet_type,fatcontent,saturatedfatcontent
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,14.32,13.59
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,17.8,0.84
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,7.8,4.71
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,26.91,13.32
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,13.63,4.38
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,29.23,10.4
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,1.8,9.54
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,5.66,10.66
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,3.24,7.87
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,16.4,12.95
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,24.98,1.71
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,19.39,3.76
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,26.42,14.24
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,5.01,14.29
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,11.82,14.67
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,1.83,1.62
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,13.1,10.87
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,1.46,10.98
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,16.52,3.35
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,12.47,13.08
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,21.17,1.51
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,8.28,6.95
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,5.78,14.2
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,26.25,4.88
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,14.14,8.14
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,27.31,5.89
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,3.37,14.27
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,3.31,4.16
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,10.52,10.53
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,29.25,3.58
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,22.89,4.88
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,20.69,11.55
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,21.46,4.53
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,18.84,6.01
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,24.27,10.36
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,25.99,8.01
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,6.95,3.48
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,8.9,2.84
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,17.33,9.9
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,5.35,0.96
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,24.36,13.29
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,16.52,11.54
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,2.42,10.59
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,9.83,13.0
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,14.14,2.79
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,4.92,7.92
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,3.97,2.68
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,17.45,8.36
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,29.07,7.39
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,3.67,11.6
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,16.89,2.73
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,7.08,10.82
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,16.77,3.13
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,17.3,13.38
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,24.91,4.1
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,25.33,7.01
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,16.38,3.84
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,14.71,3.67
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,15.07,0.86
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,21.27,11.36
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,9.93,13.99
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,5.21,11.4
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,5.73,12.88
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,25.0,8.22
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,26.58,8.27
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,24.32,10.58
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,23.58,10.66
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,1.44,5.67
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,19.75,13.69
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,1.61,4.21
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,29.32,14.82
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,13.54,13.26
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,21.25,8.44
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,9.02,5.1
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,4.93,4.49
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,14.83,12.15
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,12.61,4.95
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,23.69,0.73
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,28.01,9.49
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,11.8,2.38
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,10.51,2.78
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,9.41,3.79
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,18.06,5.05
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,28.17,7.04
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,27.81,6.56
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,7.35,5.41
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,11.13,12.89
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,9.54,0.55
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,9.86,10.59
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,25.01,0.75
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,7.83,13.65
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,28.55,11.85
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,24.31,8.73
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,24.96,1.29
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,12.34,14.8
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,27.65,9.6
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,2.72,9.95
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,15.56,11.85
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,16.35,12.93
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,29.39,4.55
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,5.33,12.91
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,7.94,5.11
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,25.65,3.62
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,4.17,6.65
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,3.18,2.3
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,9.18,7.68
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,8.25,12.36
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,9.03,10.46
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,11.76,13.17
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,20.31,7.74
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,15.66,10.67
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,23.68,2.72
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,3.74,7.31
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,5.62,10.32
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,29.56,2.47
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,15.18,5.91
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,15.73,5.1
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,13.02,1.08
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,7.56,6.93
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,28.7,5.6
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,18.86,9.87
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,9.69,10.23
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,24.23,7.03
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,20.33,4.27
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,17.46,13.74
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,12.09,11.32
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,14.49,5.35
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,27.41,3.15
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,22.52,6.83
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,28.44,8.15
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,12.92,7.62
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,21.82,11.72
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,4.57,3.04
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,26.87,4.52
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,20.09,11.65
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,18.07,13.97
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,13.34,5.51
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,26.02,14.62
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,22.62,6.66
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,6.96,2.6
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,20.78,5.33
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,1.18,14.57
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,2.56,9.74
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,17.37,10.52
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,8.89,0.7
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,18.47,2.09
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,1.17,9.65
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,1.4,7.82
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,19.24,9.49
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,7.52,1.16
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,25.61,3.53
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,8.85,14.15
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,24.36,1.17
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,14.37,5.52
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,5.02,14.96
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,11.34,11.15
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,22.32,10.99
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,18.68,12.48
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,10.74,2.89
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,1.66,5.01
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,9.59,4.43
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,21.16,12.72
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,14.68,3.52
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,8.51,0.93
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,23.58,2.36
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,23.99,13.2
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,26.52,13.92
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,2.52,1.83
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,7.98,8.92
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,18.92,4.13
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,11.44,13.84
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,8.9,0.96
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,7.46,13.46
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,17.72,9.13
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,19.13,9.62
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,28.16,3.82
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,6.59,6.76
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,5.23,3.29
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,11.21,2.43
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,12.06,0.73
Japanese,Dinner,Salmon Teriyaki,"salmon, soy sauce, ginger, garlic, sesame oil",530,28,5,70,680,18,1,5,40,balanced,22.55,11.23
Indian,Breakfast,Poha,"flattened rice, mustard seeds, curry leaves, turmeric, onions",310,10,2,0,300,45,3,5,8,weight loss,4.17,6.38
American,Lunch,Grilled Chicken Sandwich,"chicken breast, whole wheat bread, lettuce, tomato, mustard",450,12,3,65,520,35,4,4,38,high protein,7.06,4.86
