Gender,Age,Height_cm,Weight_kg,BMI_Category,Goal,Body_Part,Exercise,Equipment,Reps,Sets,Intensity,Calories_Burned_30min,MuscleGain_kg_month
Male,43,181,65,Normal,Maintenance,Cardio,Cycling,Cardio Machine,12,5,Moderate,189,0.29
Male,52,190,48,Underweight,Muscle Gain,Legs,Seated Leg Extension,Bodyweight,15,3,Low,218,0.37
Female,56,153,81,Obese,Fat Loss,Chest,Chest Press Machine,Machine,10,5,High,133,0.24
Female,23,172,64,Normal,Maintenance,Abs,Dead Bug,Bodyweight,15,5,Moderate,123,0.26
Male,45,158,65,Overweight,Fat Loss,Arms,Concentration Curl,Bodyweight,15,3,High,166,0.16
Female,59,184,66,Normal,Maintenance,Glutes,Step-Up,Bodyweight,15,4,Moderate,140,0.17
Female,44,162,54,Normal,Maintenance,Legs,Step-Up,Bodyweight,12,5,Moderate,173,0.25
Male,53,166,74,Overweight,Fat Loss,Legs,Step-Up,Bodyweight,10,3,High,190,0.1
Male,48,165,51,Normal,Maintenance,Shoulders,Shoulder Press,Bodyweight,13,5,Moderate,248,0.21
Male,51,158,65,Overweight,Fat Loss,Chest,Push-Up,Bodyweight,13,4,High,128,0.16
Male,23,163,65,Normal,Maintenance,Abs,Heel Touch,Bodyweight,14,3,Moderate,145,0.17
Female,43,173,79,Overweight,Fat Loss,Full Body,Jumping Jacks,Bodyweight,13,3,High,167,0.29
Male,32,179,52,Underweight,Muscle Gain,Full Body,Jump Squats,Bodyweight,15,5,Low,228,0.69
Female,25,152,48,Normal,Maintenance,Abs,Plank,Bodyweight,13,3,Moderate,247,0.16
Female,40,158,46,Underweight,Muscle Gain,Arms,Overhead Extension,Dumbbell,10,3,Low,166,0.48
Female,59,183,50,Underweight,Muscle Gain,Abs,Dead Bug,Bodyweight,12,3,Low,174,0.27
Male,39,188,103,Overweight,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,13,3,High,129,0.16
Male,59,156,87,Obese,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,14,5,High,134,0.13
Male,54,154,89,Obese,Fat Loss,Chest,Incline Push-Up,Bodyweight,13,4,High,145,0.18
Male,18,165,107,Obese,Fat Loss,Arms,Concentration Curl,Bodyweight,11,3,High,233,0.27
Male,32,172,105,Obese,Fat Loss,Abs,Heel Touch,Bodyweight,14,4,High,204,0.2
Male,52,185,112,Obese,Fat Loss,Cardio,Cycling,Cardio Machine,11,4,High,163,0.11
Male,18,161,95,Obese,Fat Loss,Full Body,Burpees,Bodyweight,15,3,High,168,0.27
Female,24,174,81,Overweight,Fat Loss,Shoulders,Shoulder Press,Bodyweight,13,5,High,105,0.14
Male,22,168,57,Normal,Maintenance,Full Body,Jumping Jacks,Bodyweight,13,5,Moderate,141,0.28
Male,34,173,113,Obese,Fat Loss,Abs,Crunches,Bodyweight,13,5,High,215,0.24
Female,36,153,54,Normal,Maintenance,Full Body,Burpees,Bodyweight,11,4,Moderate,164,0.2
Male,26,167,73,Overweight,Fat Loss,Legs,Leg Press,Machine,10,5,High,122,0.19
Male,38,165,75,Overweight,Fat Loss,Full Body,Jump Squats,Bodyweight,15,5,High,174,0.13
Female,23,166,45,Underweight,Muscle Gain,Arms,Bicep Curl,Bodyweight,12,5,Low,176,0.45
Female,44,166,85,Obese,Fat Loss,Legs,Leg Press,Machine,15,4,High,108,0.22
Male,20,179,111,Obese,Fat Loss,Abs,Dead Bug,Bodyweight,15,5,High,166,0.24
Female,53,180,47,Underweight,Muscle Gain,Full Body,Kettlebell Swings,Kettlebell,12,3,Low,127,0.23
Female,19,172,108,Obese,Fat Loss,Abs,Heel Touch,Bodyweight,10,3,High,190,0.29
Male,49,180,82,Overweight,Fat Loss,Abs,Russian Twist,Bodyweight,12,5,High,202,0.19
Female,40,152,73,Obese,Fat Loss,Arms,Hammer Curl,Bodyweight,13,5,High,211,0.16
Female,38,170,105,Obese,Fat Loss,Abs,Crunches,Bodyweight,14,3,High,138,0.16
Female,19,170,89,Obese,Fat Loss,Legs,Seated Leg Extension,Bodyweight,13,4,High,153,0.27
Female,41,160,97,Obese,Fat Loss,Back,Seated Cable Row,Machine,10,5,High,227,0.26
Female,40,185,98,Overweight,Fat Loss,Chest,Push-Up,Bodyweight,15,4,High,177,0.3
Female,44,165,94,Obese,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,10,4,High,110,0.1
Male,20,162,45,Underweight,Muscle Gain,Glutes,Hip Thrust,Bodyweight,15,5,Low,139,0.68
Female,26,163,62,Normal,Maintenance,Arms,Concentration Curl,Bodyweight,10,5,Moderate,212,0.18
Female,22,165,58,Normal,Maintenance,Back,Lat Pulldown,Machine,12,3,Moderate,210,0.17
Male,52,183,109,Obese,Fat Loss,Back,Resistance Band Row,Bodyweight,14,4,High,201,0.15
Female,44,161,119,Obese,Fat Loss,Back,Bird Dog,Bodyweight,10,3,High,152,0.14
Male,24,189,106,Overweight,Fat Loss,Cardio,Cycling,Cardio Machine,13,4,High,114,0.14
Male,40,157,120,Obese,Fat Loss,Full Body,Burpees,Bodyweight,14,4,High,148,0.16
Female,51,169,120,Obese,Fat Loss,Chest,Incline Chest Press,Bodyweight,14,4,High,132,0.24
Male,22,176,115,Obese,Fat Loss,Glutes,Step-Up,Bodyweight,13,4,High,236,0.23
Female,29,158,87,Obese,Fat Loss,Cardio,Elliptical,Cardio Machine,13,3,High,224,0.12
Male,45,170,86,Overweight,Fat Loss,Glutes,Step-Up,Bodyweight,11,5,High,111,0.2
Male,47,178,93,Overweight,Fat Loss,Abs,Dead Bug,Bodyweight,15,5,High,204,0.28
Female,54,186,52,Underweight,Muscle Gain,Chest,Push-Up,Bodyweight,11,5,Low,139,0.71
Female,20,162,47,Underweight,Muscle Gain,Full Body,Jumping Jacks,Bodyweight,15,4,Low,241,0.39
Male,58,178,70,Normal,Maintenance,Back,Bent-Over Row,Bodyweight,13,3,Moderate,216,0.21
Female,56,187,106,Obese,Fat Loss,Legs,Leg Press,Machine,13,3,High,201,0.17
Male,20,150,104,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,11,4,High,224,0.19
Male,19,164,59,Normal,Maintenance,Full Body,Jumping Jacks,Bodyweight,12,3,Moderate,141,0.19
Female,33,181,107,Obese,Fat Loss,Chest,Chest Press Machine,Machine,11,5,High,243,0.25
Male,31,168,46,Underweight,Muscle Gain,Chest,Chest Press Machine,Machine,10,3,Low,142,0.27
Male,21,183,48,Underweight,Muscle Gain,Abs,Plank,Bodyweight,14,5,Low,203,0.53
Male,55,172,117,Obese,Fat Loss,Full Body,Jump Squats,Bodyweight,14,3,High,205,0.19
Female,42,159,55,Normal,Maintenance,Chest,Pec Deck Fly,Bodyweight,12,4,Moderate,190,0.14
Female,36,161,59,Normal,Maintenance,Legs,Leg Press,Machine,13,4,Moderate,130,0.19
Male,43,161,120,Obese,Fat Loss,Chest,Incline Chest Press,Bodyweight,13,3,High,124,0.12
Male,54,186,50,Underweight,Muscle Gain,Abs,Plank,Bodyweight,13,4,Low,245,0.43
Female,32,170,59,Normal,Maintenance,Legs,Leg Press,Machine,10,5,Moderate,248,0.27
Female,49,173,61,Normal,Maintenance,Back,Resistance Band Row,Bodyweight,12,5,Moderate,243,0.27
Male,29,180,98,Obese,Fat Loss,Glutes,Hip Thrust,Bodyweight,15,4,High,169,0.22
Female,41,157,114,Obese,Fat Loss,Chest,Pec Deck Fly,Bodyweight,15,5,High,243,0.29
Female,40,180,107,Obese,Fat Loss,Shoulders,Arm Circles,Bodyweight,11,3,High,198,0.1
Male,25,187,86,Normal,Maintenance,Glutes,Cable Kickback,Bodyweight,11,3,Moderate,181,0.25
Male,43,180,104,Obese,Fat Loss,Shoulders,Shoulder Press,Bodyweight,10,3,High,185,0.11
Female,37,150,102,Obese,Fat Loss,Arms,Concentration Curl,Bodyweight,12,4,High,212,0.17
Female,46,161,75,Overweight,Fat Loss,Chest,Push-Up,Bodyweight,14,5,High,160,0.14
Female,31,156,72,Overweight,Fat Loss,Chest,Push-Up,Bodyweight,15,4,High,143,0.13
Male,47,161,82,Obese,Fat Loss,Abs,Crunches,Bodyweight,13,5,High,222,0.24
Female,28,151,69,Obese,Fat Loss,Back,Resistance Band Row,Bodyweight,12,3,High,101,0.26
Male,51,177,118,Obese,Fat Loss,Arms,Bicep Curl,Bodyweight,10,4,High,147,0.19
Male,23,186,113,Obese,Fat Loss,Cardio,Jump Rope,Equipment,11,3,High,118,0.29
Female,20,150,100,Obese,Fat Loss,Cardio,Elliptical,Cardio Machine,13,3,High,221,0.1
Female,22,185,107,Obese,Fat Loss,Full Body,Jump Squats,Bodyweight,10,5,High,181,0.27
Male,58,166,71,Overweight,Fat Loss,Glutes,Glute Bridge,Bodyweight,15,4,High,230,0.22
Female,45,176,98,Obese,Fat Loss,Legs,Leg Press,Machine,13,4,High,201,0.15
Male,33,150,79,Obese,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,14,5,High,198,0.27
Female,48,170,112,Obese,Fat Loss,Abs,Plank,Bodyweight,13,4,High,155,0.28
Male,52,164,49,Underweight,Muscle Gain,Chest,Incline Chest Press,Bodyweight,13,5,Low,211,0.34
Male,57,163,101,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,11,5,High,143,0.23
Female,36,173,82,Overweight,Fat Loss,Chest,Pec Deck Fly,Bodyweight,15,4,High,199,0.23
Male,55,166,72,Overweight,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,13,4,High,125,0.13
Male,31,185,74,Normal,Maintenance,Cardio,Cycling,Cardio Machine,10,3,Moderate,164,0.25
Female,47,167,86,Obese,Fat Loss,Back,Bird Dog,Bodyweight,11,4,High,159,0.19
Female,44,154,89,Obese,Fat Loss,Full Body,Jumping Jacks,Bodyweight,15,5,High,146,0.16
Male,23,180,111,Obese,Fat Loss,Back,Seated Cable Row,Machine,13,5,High,132,0.16
Male,37,175,109,Obese,Fat Loss,Chest,Pec Deck Fly,Bodyweight,14,4,High,101,0.19
Male,34,164,95,Obese,Fat Loss,Back,Bird Dog,Bodyweight,14,5,High,220,0.14
Male,32,177,103,Obese,Fat Loss,Shoulders,Arm Circles,Bodyweight,12,5,High,121,0.17
Female,19,160,81,Obese,Fat Loss,Legs,Walking Lunges,Bodyweight,15,3,High,177,0.26
Male,54,173,54,Underweight,Muscle Gain,Full Body,Burpees,Bodyweight,12,5,Low,119,0.43
Female,54,156,47,Normal,Maintenance,Chest,Chest Press Machine,Machine,14,4,Moderate,207,0.19
Male,38,183,120,Obese,Fat Loss,Chest,Pec Deck Fly,Bodyweight,12,5,High,246,0.13
Male,30,172,92,Obese,Fat Loss,Legs,Seated Leg Extension,Bodyweight,15,5,High,221,0.17
Male,23,170,45,Underweight,Muscle Gain,Cardio,Treadmill Walk (Incline),Cardio Machine,11,3,Low,105,0.75
Male,51,174,95,Obese,Fat Loss,Legs,Bodyweight Squat,Bodyweight,10,5,High,200,0.14
Female,34,176,117,Obese,Fat Loss,Abs,Russian Twist,Bodyweight,15,5,High,233,0.24
Male,28,175,52,Underweight,Muscle Gain,Glutes,Hip Thrust,Bodyweight,10,3,Low,249,0.47
Male,31,157,105,Obese,Fat Loss,Back,Resistance Band Row,Bodyweight,12,3,High,152,0.2
Female,24,176,96,Obese,Fat Loss,Back,Bird Dog,Bodyweight,11,3,High,184,0.18
Male,46,183,62,Normal,Maintenance,Shoulders,Arm Circles,Bodyweight,15,4,Moderate,172,0.25
Female,31,161,77,Overweight,Fat Loss,Abs,Heel Touch,Bodyweight,14,3,High,128,0.25
Male,28,172,81,Overweight,Fat Loss,Back,Bird Dog,Bodyweight,11,4,High,212,0.17
Female,20,151,104,Obese,Fat Loss,Cardio,Jump Rope,Equipment,10,4,High,248,0.11
Female,24,158,73,Overweight,Fat Loss,Cardio,Elliptical,Cardio Machine,14,4,High,203,0.26
Female,34,166,59,Normal,Maintenance,Back,Lat Pulldown,Machine,14,4,Moderate,197,0.3
Female,57,165,106,Obese,Fat Loss,Abs,Russian Twist,Bodyweight,13,4,High,227,0.28
Male,44,183,95,Overweight,Fat Loss,Cardio,Cycling,Cardio Machine,13,3,High,229,0.12
Male,56,189,108,Obese,Fat Loss,Back,Bird Dog,Bodyweight,10,4,High,201,0.2
Female,29,156,105,Obese,Fat Loss,Full Body,Mountain Climbers,Bodyweight,10,3,High,120,0.25
Female,19,165,63,Normal,Maintenance,Chest,Pec Deck Fly,Bodyweight,11,4,Moderate,185,0.17
Female,37,187,92,Overweight,Fat Loss,Abs,Russian Twist,Bodyweight,12,3,High,177,0.11
Female,45,157,97,Obese,Fat Loss,Back,Lat Pulldown,Machine,14,5,High,130,0.1
Female,44,178,101,Obese,Fat Loss,Legs,Leg Press,Machine,11,4,High,213,0.11
Male,25,177,56,Underweight,Muscle Gain,Back,Bent-Over Row,Bodyweight,10,5,Low,249,0.35
Male,56,185,94,Overweight,Fat Loss,Cardio,Cycling,Cardio Machine,15,3,High,142,0.28
Female,37,160,113,Obese,Fat Loss,Chest,Incline Chest Press,Bodyweight,15,3,High,236,0.11
Female,33,161,90,Obese,Fat Loss,Glutes,Step-Up,Bodyweight,13,5,High,143,0.12
Male,32,178,63,Normal,Maintenance,Back,Lat Pulldown,Machine,13,3,Moderate,242,0.2
Female,30,180,118,Obese,Fat Loss,Back,Lat Pulldown,Machine,11,3,High,186,0.14
Male,32,188,94,Overweight,Fat Loss,Chest,Incline Chest Press,Bodyweight,11,3,High,193,0.21
Male,51,179,53,Underweight,Muscle Gain,Arms,Concentration Curl,Bodyweight,15,4,Low,156,0.6
Female,39,178,66,Normal,Maintenance,Back,Bird Dog,Bodyweight,15,4,Moderate,201,0.19
Male,23,170,117,Obese,Fat Loss,Cardio,Jump Rope,Equipment,15,4,High,115,0.18
Female,30,159,74,Overweight,Fat Loss,Cardio,Rowing,Cardio Machine,12,5,High,237,0.18
Female,21,169,83,Overweight,Fat Loss,Abs,Plank,Bodyweight,10,5,High,169,0.29
Male,25,155,54,Normal,Maintenance,Back,Resistance Band Row,Bodyweight,14,5,Moderate,110,0.25
Male,45,151,69,Obese,Fat Loss,Abs,Dead Bug,Bodyweight,10,3,High,192,0.17
Female,34,162,69,Overweight,Fat Loss,Abs,Crunches,Bodyweight,11,3,High,118,0.26
Male,38,171,71,Normal,Maintenance,Cardio,Elliptical,Cardio Machine,12,4,Moderate,232,0.18
Female,19,188,100,Overweight,Fat Loss,Shoulders,Arm Circles,Bodyweight,11,5,High,217,0.13
Male,25,169,115,Obese,Fat Loss,Full Body,Mountain Climbers,Bodyweight,14,4,High,212,0.18
Female,56,186,73,Normal,Maintenance,Legs,Leg Press,Machine,13,5,Moderate,130,0.24
Female,21,164,99,Obese,Fat Loss,Legs,Bodyweight Squat,Bodyweight,10,5,High,134,0.21
Female,57,168,119,Obese,Fat Loss,Glutes,Glute Bridge,Bodyweight,13,3,High,180,0.21
Male,59,157,45,Underweight,Muscle Gain,Chest,Push-Up,Bodyweight,15,3,Low,192,0.64
Female,28,154,66,Overweight,Fat Loss,Chest,Incline Push-Up,Bodyweight,15,5,High,203,0.24
Male,56,151,116,Obese,Fat Loss,Glutes,Hip Thrust,Bodyweight,14,5,High,169,0.25
Male,46,189,63,Underweight,Muscle Gain,Abs,Heel Touch,Bodyweight,12,4,Low,195,0.49
Female,56,180,66,Normal,Maintenance,Cardio,Treadmill Walk (Incline),Cardio Machine,14,5,Moderate,130,0.29
Female,38,157,82,Obese,Fat Loss,Arms,Concentration Curl,Bodyweight,12,3,High,210,0.11
Male,33,190,87,Normal,Maintenance,Arms,Bicep Curl,Bodyweight,10,4,Moderate,133,0.14
Female,45,166,86,Obese,Fat Loss,Arms,Concentration Curl,Bodyweight,15,5,High,198,0.2
Female,18,169,74,Overweight,Fat Loss,Abs,Russian Twist,Bodyweight,13,3,High,169,0.2
Female,33,184,56,Underweight,Muscle Gain,Back,Bent-Over Row,Bodyweight,10,3,Low,224,0.5
Female,42,167,98,Obese,Fat Loss,Back,Lat Pulldown,Machine,11,5,High,119,0.21
Female,40,150,100,Obese,Fat Loss,Glutes,Hip Thrust,Bodyweight,13,4,High,159,0.14
Male,30,170,76,Overweight,Fat Loss,Full Body,Jump Squats,Bodyweight,12,5,High,242,0.27
Female,41,169,95,Obese,Fat Loss,Cardio,Elliptical,Cardio Machine,15,3,High,150,0.2
Male,55,185,119,Obese,Fat Loss,Glutes,Cable Kickback,Bodyweight,10,5,High,240,0.12
Male,48,155,84,Obese,Fat Loss,Arms,Hammer Curl,Bodyweight,10,3,High,165,0.15
Male,44,167,90,Obese,Fat Loss,Glutes,Step-Up,Bodyweight,10,4,High,250,0.28
Male,18,164,93,Obese,Fat Loss,Back,Bird Dog,Bodyweight,13,5,High,245,0.28
Male,43,169,89,Obese,Fat Loss,Shoulders,Lateral Raise,Bodyweight,15,3,High,113,0.13
Female,58,152,118,Obese,Fat Loss,Shoulders,Arnold Press,Bodyweight,15,5,High,139,0.29
Female,42,175,47,Underweight,Muscle Gain,Back,Bird Dog,Bodyweight,13,5,Low,108,0.68
Male,18,177,111,Obese,Fat Loss,Legs,Walking Lunges,Bodyweight,13,4,High,221,0.28
Male,35,176,118,Obese,Fat Loss,Arms,Overhead Extension,Dumbbell,13,4,High,197,0.13
Female,37,166,71,Overweight,Fat Loss,Shoulders,Arnold Press,Bodyweight,13,3,High,128,0.2
Male,49,152,90,Obese,Fat Loss,Full Body,Jumping Jacks,Bodyweight,10,3,High,223,0.15
Female,38,157,80,Obese,Fat Loss,Abs,Dead Bug,Bodyweight,12,3,High,136,0.26
Female,56,165,96,Obese,Fat Loss,Shoulders,Shoulder Press,Bodyweight,10,3,High,101,0.21
Female,30,176,97,Obese,Fat Loss,Legs,Leg Press,Machine,10,4,High,147,0.26
Male,42,156,92,Obese,Fat Loss,Chest,Push-Up,Bodyweight,15,3,High,185,0.19
Male,37,155,75,Obese,Fat Loss,Arms,Concentration Curl,Bodyweight,12,5,High,146,0.18
Female,29,152,98,Obese,Fat Loss,Legs,Seated Leg Extension,Bodyweight,12,5,High,149,0.1
Female,25,164,113,Obese,Fat Loss,Abs,Heel Touch,Bodyweight,12,3,High,134,0.25
Male,37,189,72,Normal,Maintenance,Shoulders,Arnold Press,Bodyweight,15,4,Moderate,167,0.27
Male,35,180,64,Normal,Maintenance,Arms,Overhead Extension,Dumbbell,13,4,Moderate,107,0.2
Female,32,164,84,Obese,Fat Loss,Glutes,Hip Thrust,Bodyweight,11,4,High,107,0.21
Female,43,184,48,Underweight,Muscle Gain,Arms,Concentration Curl,Bodyweight,12,3,Low,220,0.26
Female,25,155,102,Obese,Fat Loss,Chest,Chest Press Machine,Machine,12,5,High,163,0.13
Female,37,164,89,Obese,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,14,3,High,207,0.11
Male,43,161,114,Obese,Fat Loss,Glutes,Fire Hydrant,Bodyweight,11,4,High,162,0.17
Male,18,179,65,Normal,Maintenance,Arms,Hammer Curl,Bodyweight,14,4,Moderate,120,0.17
Male,29,159,106,Obese,Fat Loss,Back,Lat Pulldown,Machine,15,5,High,160,0.12
Female,22,174,55,Underweight,Muscle Gain,Full Body,Mountain Climbers,Bodyweight,12,3,Low,179,0.42
Female,57,168,96,Obese,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,11,3,High,211,0.19
Female,19,172,86,Overweight,Fat Loss,Abs,Russian Twist,Bodyweight,10,5,High,144,0.23
Female,57,167,105,Obese,Fat Loss,Arms,Overhead Extension,Dumbbell,11,3,High,140,0.16
Female,28,170,58,Normal,Maintenance,Legs,Step-Up,Bodyweight,15,4,Moderate,193,0.22
Female,54,163,63,Normal,Maintenance,Full Body,Jump Squats,Bodyweight,14,5,Moderate,248,0.26
Male,30,159,85,Obese,Fat Loss,Arms,Hammer Curl,Bodyweight,10,5,High,230,0.28
Female,21,187,81,Normal,Maintenance,Shoulders,Arm Circles,Bodyweight,10,3,Moderate,229,0.23
Female,29,159,101,Obese,Fat Loss,Full Body,Burpees,Bodyweight,14,4,High,191,0.26
Female,37,167,46,Underweight,Muscle Gain,Chest,Incline Chest Press,Bodyweight,12,4,Low,152,0.69
Female,39,179,79,Normal,Maintenance,Abs,Dead Bug,Bodyweight,12,4,Moderate,164,0.23
Male,32,173,109,Obese,Fat Loss,Chest,Pec Deck Fly,Bodyweight,15,3,High,117,0.12
Male,41,165,63,Normal,Maintenance,Back,Bird Dog,Bodyweight,13,3,Moderate,122,0.1
Female,48,182,84,Overweight,Fat Loss,Arms,Bicep Curl,Bodyweight,10,4,High,165,0.22
Female,58,169,75,Overweight,Fat Loss,Legs,Step-Up,Bodyweight,10,4,High,195,0.2
Male,53,175,82,Overweight,Fat Loss,Full Body,Jump Squats,Bodyweight,14,3,High,160,0.19
Male,20,172,45,Underweight,Muscle Gain,Glutes,Hip Thrust,Bodyweight,10,4,Low,113,0.73
Male,39,181,80,Normal,Maintenance,Full Body,Kettlebell Swings,Kettlebell,12,5,Moderate,214,0.2
Female,45,184,85,Overweight,Fat Loss,Chest,Incline Chest Press,Bodyweight,12,3,High,201,0.26
Female,57,156,75,Obese,Fat Loss,Full Body,Burpees,Bodyweight,11,3,High,228,0.18
Female,40,164,78,Overweight,Fat Loss,Cardio,Rowing,Cardio Machine,15,5,High,223,0.21
Female,23,179,84,Overweight,Fat Loss,Legs,Leg Press,Machine,12,4,High,214,0.21
Female,59,170,69,Normal,Maintenance,Chest,Chest Press Machine,Machine,10,4,Moderate,197,0.29
Male,54,169,52,Underweight,Muscle Gain,Legs,Leg Press,Machine,12,3,Low,106,0.53
Male,50,172,91,Obese,Fat Loss,Legs,Step-Up,Bodyweight,15,5,High,182,0.16
Male,56,171,104,Obese,Fat Loss,Abs,Russian Twist,Bodyweight,11,4,High,180,0.14
Female,37,164,75,Overweight,Fat Loss,Arms,Hammer Curl,Bodyweight,14,3,High,145,0.14
Male,57,190,45,Underweight,Muscle Gain,Back,Bird Dog,Bodyweight,14,4,Low,111,0.51
Female,23,163,90,Obese,Fat Loss,Chest,Incline Push-Up,Bodyweight,14,4,High,146,0.24
Female,60,162,99,Obese,Fat Loss,Chest,Push-Up,Bodyweight,13,5,High,114,0.23
Female,55,184,61,Underweight,Muscle Gain,Glutes,Hip Thrust,Bodyweight,13,3,Low,140,0.62
Male,58,164,109,Obese,Fat Loss,Cardio,Jump Rope,Equipment,13,3,High,149,0.17
Male,34,185,116,Obese,Fat Loss,Arms,Hammer Curl,Bodyweight,12,4,High,218,0.28
Male,19,170,51,Underweight,Muscle Gain,Chest,Push-Up,Bodyweight,13,4,Low,102,0.21
Female,47,155,84,Obese,Fat Loss,Legs,Seated Leg Extension,Bodyweight,14,5,High,139,0.25
Female,40,163,117,Obese,Fat Loss,Legs,Seated Leg Extension,Bodyweight,10,5,High,187,0.2
Male,46,166,78,Overweight,Fat Loss,Legs,Leg Press,Machine,14,3,High,171,0.14
Male,25,160,117,Obese,Fat Loss,Back,Seated Cable Row,Machine,12,3,High,187,0.26
Male,26,173,118,Obese,Fat Loss,Glutes,Fire Hydrant,Bodyweight,14,5,High,186,0.15
Female,45,156,55,Normal,Maintenance,Glutes,Glute Bridge,Bodyweight,12,3,Moderate,116,0.16
Female,19,180,99,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,13,3,High,195,0.18
Female,54,169,108,Obese,Fat Loss,Shoulders,Arm Circles,Bodyweight,14,5,High,246,0.14
Male,25,185,51,Underweight,Muscle Gain,Cardio,Rowing,Cardio Machine,11,4,Low,142,0.78
Male,50,175,73,Normal,Maintenance,Full Body,Jumping Jacks,Bodyweight,15,5,Moderate,107,0.24
Female,49,169,111,Obese,Fat Loss,Legs,Walking Lunges,Bodyweight,11,4,High,197,0.27
Female,26,188,62,Underweight,Muscle Gain,Cardio,Treadmill Walk (Incline),Cardio Machine,12,4,Low,196,0.61
Male,46,156,66,Overweight,Fat Loss,Abs,Crunches,Bodyweight,13,4,High,224,0.16
Male,22,187,87,Normal,Maintenance,Glutes,Glute Bridge,Bodyweight,15,3,Moderate,178,0.29
Female,34,162,54,Normal,Maintenance,Full Body,Jump Squats,Bodyweight,10,5,Moderate,161,0.14
Female,21,166,67,Normal,Maintenance,Shoulders,Lateral Raise,Bodyweight,11,5,Moderate,157,0.13
Male,51,179,110,Obese,Fat Loss,Shoulders,Arnold Press,Bodyweight,12,4,High,214,0.12
Male,19,159,62,Normal,Maintenance,Glutes,Cable Kickback,Bodyweight,13,3,Moderate,214,0.21
Male,34,168,114,Obese,Fat Loss,Glutes,Fire Hydrant,Bodyweight,15,4,High,188,0.26
Male,31,189,95,Overweight,Fat Loss,Full Body,Burpees,Bodyweight,13,3,High,129,0.14
Female,31,155,88,Obese,Fat Loss,Full Body,Jumping Jacks,Bodyweight,14,3,High,196,0.17
Male,19,180,86,Overweight,Fat Loss,Shoulders,Arm Circles,Bodyweight,10,3,High,171,0.16
Male,54,162,56,Normal,Maintenance,Shoulders,Front Raise,Bodyweight,11,3,Moderate,180,0.12
Male,55,161,65,Overweight,Fat Loss,Full Body,Mountain Climbers,Bodyweight,13,5,High,139,0.14
Female,58,173,46,Underweight,Muscle Gain,Full Body,Mountain Climbers,Bodyweight,15,3,Low,147,0.75
Female,46,163,85,Obese,Fat Loss,Abs,Crunches,Bodyweight,14,5,High,231,0.21
Male,23,172,75,Overweight,Fat Loss,Shoulders,Arnold Press,Bodyweight,12,3,High,176,0.27
Male,41,155,87,Obese,Fat Loss,Shoulders,Front Raise,Bodyweight,15,5,High,167,0.13
Male,42,188,57,Underweight,Muscle Gain,Back,Lat Pulldown,Machine,10,4,Low,193,0.75
Female,40,175,92,Obese,Fat Loss,Cardio,Cycling,Cardio Machine,11,3,High,195,0.16
Female,21,181,58,Underweight,Muscle Gain,Cardio,Jump Rope,Equipment,10,5,Low,237,0.23
Male,33,179,58,Underweight,Muscle Gain,Back,Bent-Over Row,Bodyweight,11,3,Low,223,0.49
Female,27,159,112,Obese,Fat Loss,Full Body,Jump Squats,Bodyweight,14,4,High,180,0.23
Female,54,189,67,Normal,Maintenance,Abs,Russian Twist,Bodyweight,15,5,Moderate,119,0.23
Female,19,190,100,Overweight,Fat Loss,Full Body,Mountain Climbers,Bodyweight,11,5,High,162,0.24
Male,27,188,108,Obese,Fat Loss,Legs,Leg Press,Machine,12,5,High,120,0.19
Male,56,185,83,Normal,Maintenance,Back,Lat Pulldown,Machine,10,4,Moderate,139,0.17
Female,40,180,89,Overweight,Fat Loss,Abs,Plank,Bodyweight,10,3,High,160,0.2
Female,27,155,83,Obese,Fat Loss,Abs,Crunches,Bodyweight,14,3,High,198,0.15
Male,36,158,81,Obese,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,12,4,High,151,0.22
Male,29,187,82,Normal,Maintenance,Back,Bent-Over Row,Bodyweight,10,4,Moderate,121,0.25
Female,27,179,72,Normal,Maintenance,Glutes,Fire Hydrant,Bodyweight,13,5,Moderate,213,0.26
Female,51,189,106,Overweight,Fat Loss,Arms,Hammer Curl,Bodyweight,10,3,High,138,0.14
Female,34,152,120,Obese,Fat Loss,Abs,Dead Bug,Bodyweight,11,5,High,146,0.16
Male,24,162,67,Overweight,Fat Loss,Legs,Walking Lunges,Bodyweight,14,3,High,105,0.2
Female,18,178,89,Overweight,Fat Loss,Legs,Leg Press,Machine,12,5,High,169,0.3
Female,37,151,112,Obese,Fat Loss,Glutes,Step-Up,Bodyweight,10,3,High,108,0.15
Male,55,185,53,Underweight,Muscle Gain,Chest,Incline Chest Press,Bodyweight,14,4,Low,134,0.71
Female,56,177,63,Normal,Maintenance,Chest,Incline Chest Press,Bodyweight,10,5,Moderate,224,0.18
Female,41,174,90,Overweight,Fat Loss,Chest,Pec Deck Fly,Bodyweight,11,5,High,197,0.18
